Subject,Body,Priority
Alert: Handle Urgently,This is a emergency matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Alert: Bottleneck,This is a asap matter. Please act now. Failure to address this may result in escalation.,High
Attention: Client Impact,This is a high risk matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Attention: Critical Condition,This is a deal breaker matter. Please resolve immediately. Failure to address this may result in a critical failure.,High
Attention: Emergency,This is a cannot proceed matter. Please handle urgently. Failure to address this may result in a critical failure.,High
Critical: Breakpoint,This is a operational freeze matter. Please act now. Failure to address this may result in a critical failure.,High
Important: Red Alert,This is a time-sensitive matter. Please act now. Failure to address this may result in a critical failure.,High
Alert: Deal Breaker,This is a deal breaker matter. Please handle urgently. Failure to address this may result in escalation.,High
Attention: Critical Path,This is a high priority matter. Please act now. Failure to address this may result in severe consequences.,High
Alert: Must Address,This is a red alert matter. Please act now. Failure to address this may result in escalation.,High
Important: Service Level Breach,This is a must address matter. Please act now. Failure to address this may result in escalation.,High
Critical: On Fire,This is a workflow blocked matter. Please do not delay. Failure to address this may result in severe consequences.,High
Critical: KPI at Risk,This is a asap matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Important: Time-Sensitive,This is a operational freeze matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Critical: Customer Escalation,This is a service level breach matter. Please handle urgently. Failure to address this may result in escalation.,High
Critical: Operational Freeze,This is a service level breach matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Important: Dire,This is a deal breaker matter. Please do not delay. Failure to address this may result in escalation.,High
Critical: Red Alert,This is a crisis matter. Please handle urgently. Failure to address this may result in severe consequences.,High
Alert: Customer Escalation,This is a bottleneck matter. Please do not delay. Failure to address this may result in escalation.,High
