processed_text,subject,body,urgency
Follow-Up: Employee Satisfaction Survey. Review the updated work-from-home guidelines attached herewith.,Follow-Up: Employee Satisfaction Survey,Review the updated work-from-home guidelines attached herewith.,not_urgent
Critical Bug in Production Environment. Production servers are overheating; shutdown required to prevent damage.,Critical Bug in Production Environment,Production servers are overheating; shutdown required to prevent damage.,urgent
Follow-Up: Employee Satisfaction Survey. Consider adding more details to the FAQ section for better clarity.,Follow-Up: Employee Satisfaction Survey,Consider adding more details to the FAQ section for better clarity.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. All transactions are failing due to a payment gateway issue.,Data Breach Confirmed! Urgent Investigation Needed,All transactions are failing due to a payment gateway issue.,urgent
Production Server Failure: Resolve ASAP. The entire system is unresponsive and needs immediate resolution.,Production Server Failure: Resolve ASAP,The entire system is unresponsive and needs immediate resolution.,urgent
Data Breach Confirmed! Urgent Investigation Needed. All transactions are failing due to a payment gateway issue.,Data Breach Confirmed! Urgent Investigation Needed,All transactions are failing due to a payment gateway issue.,urgent
Confirmation of Office Directory Update. Routine log checks are required as part of the maintenance schedule.,Confirmation of Office Directory Update,Routine log checks are required as part of the maintenance schedule.,not_urgent
Network Crash Impacting All Users. A critical bug has been detected that is halting operations.,Network Crash Impacting All Users,A critical bug has been detected that is halting operations.,urgent
Follow-Up: Employee Satisfaction Survey. Please update the user profile picture at your earliest convenience.,Follow-Up: Employee Satisfaction Survey,Please update the user profile picture at your earliest convenience.,not_urgent
Feedback Needed on Website Design. Consider adding more details to the FAQ section for better clarity.,Feedback Needed on Website Design,Consider adding more details to the FAQ section for better clarity.,not_urgent
Data Breach Confirmed! Urgent Investigation Needed. Unauthorized access detected; escalate to the security team immediately.,Data Breach Confirmed! Urgent Investigation Needed,Unauthorized access detected; escalate to the security team immediately.,urgent
Query Regarding Leave Balances. Can you confirm the leave balance for the current year?,Query Regarding Leave Balances,Can you confirm the leave balance for the current year?,not_urgent
Feedback Needed on Website Design. This is a reminder about the scheduled maintenance this weekend.,Feedback Needed on Website Design,This is a reminder about the scheduled maintenance this weekend.,not_urgent
Security Incident: Firewall Breach. All transactions are failing due to a payment gateway issue.,Security Incident: Firewall Breach,All transactions are failing due to a payment gateway issue.,urgent
Confirmation of Office Directory Update. This is not critical and can be resolved later.,Confirmation of Office Directory Update,This is not critical and can be resolved later.,not_urgent
Feedback Needed on Website Design. Can you confirm the leave balance for the current year?,Feedback Needed on Website Design,Can you confirm the leave balance for the current year?,not_urgent
Feedback Needed on Website Design. Please update the user profile picture at your earliest convenience.,Feedback Needed on Website Design,Please update the user profile picture at your earliest convenience.,not_urgent
Emergency: Hardware Malfunction. The scheduled meeting with stakeholders has been delayed; inform all parties.,Emergency: Hardware Malfunction,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Urgent: Stakeholder Meeting Postponed. The scheduled meeting with stakeholders has been delayed; inform all parties.,Urgent: Stakeholder Meeting Postponed,The scheduled meeting with stakeholders has been delayed; inform all parties.,urgent
Confirmation of Office Directory Update. We would like your input on the new website design.,Confirmation of Office Directory Update,We would like your input on the new website design.,not_urgent
Urgent: Stakeholder Meeting Postponed. A critical bug has been detected that is halting operations.,Urgent: Stakeholder Meeting Postponed,A critical bug has been detected that is halting operations.,urgent
Follow-Up: Employee Satisfaction Survey. This is not critical and can be resolved later.,Follow-Up: Employee Satisfaction Survey,This is not critical and can be resolved later.,not_urgent
Monthly Performance Review Meeting. Routine log checks are required as part of the maintenance schedule.,Monthly Performance Review Meeting,Routine log checks are required as part of the maintenance schedule.,not_urgent
Critical Bug in Production Environment. A critical bug has been detected that is halting operations.,Critical Bug in Production Environment,A critical bug has been detected that is halting operations.,urgent
Urgent: Stakeholder Meeting Postponed. Production servers are overheating; shutdown required to prevent damage.,Urgent: Stakeholder Meeting Postponed,Production servers are overheating; shutdown required to prevent damage.,urgent
Emergency: Hardware Malfunction. Production servers are overheating; shutdown required to prevent damage.,Emergency: Hardware Malfunction,Production servers are overheating; shutdown required to prevent damage.,urgent
