label,processed_text,priority,urgency,type,queue
2.0,Urgent Fix Required: Chat notifications not working after latest update,high,urgent,,
1.0,Inconsistent Formatting in Customer Emails,medium,not_urgent,,
0.0,Sales reports missing filters for custom fields,low,not_urgent,,
2.0,High Priority: Chat app drains battery significantly on new devices,high,urgent,,
1.0,Payment Gateway Timeout Causes Double Charges,medium,not_urgent,,
0.0,Emails sent from CRM do not format correctly in Outlook,low,not_urgent,,
2.0,Critical Issue: Text formatting options disappear randomly,high,urgent,,
1.0,Wrong Encoding Type Causes Characters to Display Incorrectly,medium,not_urgent,,
0.0,Inconsistent date display in recruitment scheduling,low,not_urgent,,
2.0,Urgent: Video call disconnects randomly for some users,high,urgent,,
1.0,Custom Analytics Script Slows Down Page Response,medium,not_urgent,,
0.0,Product prototype feedback form not saving intermittently,low,not_urgent,,
2.0,High Importance: Archived chats not searchable,high,urgent,,
1.0,Broken Link to Privacy Policy on Signup Page,medium,not_urgent,,
0.0,Incorrect access level permissions for viewing sales forecasts,low,not_urgent,,
2.0,Immediate Fix: User profile pictures not updating,high,urgent,,
1.0,Unoptimized Query Slows Down Archive Search,medium,not_urgent,,
0.0,CRM dashboard widgets misaligned after update,low,not_urgent,,
2.0,Critical: End-to-end encryption failing intermittently,high,urgent,,
1.0,Sitemap.xml Contains URLs to Disallowed Pages,medium,not_urgent,,
0.0,Candidate sourcing analytics display incorrect data,low,not_urgent,,
2.0,Top Priority: Users receiving messages from blocked contacts,high,urgent,,
1.0,404 Page Lacks Search Functionality,medium,not_urgent,,
0.0,Quotation template selection box unresponsive on first click,low,not_urgent,,
2.0,Urgent Security Fix: Vulnerability in file sharing feature,high,urgent,,
1.0,Maintenance Mode Fails to Display Custom Message,medium,not_urgent,,
0.0,Sales call log occasionally duplicates entries,low,not_urgent,,
2.0,High Priority: Chat history not fully syncing across devices,high,urgent,,
1.0,User Interface Freezes During Multiple Simultaneous Actions,medium,not_urgent,,
0.0,Recruitment agency commission calculation displays errors,low,not_urgent,,
2.0,Immediate Attention Needed: Server response time increases with user count,high,urgent,,
1.0,Confusing Navigation Between Linked Articles,medium,not_urgent,,
0.0,CRM mobile app notifications delayed,low,not_urgent,,
2.0,Critical Bug: Automatic logout issue affecting many users,high,urgent,,
1.0,Database Backup Missing Recent Entries,medium,not_urgent,,
0.0,Product catalog search returns no results for valid queries,low,not_urgent,,
2.0,Urgent: Contact synchronization fails without error message,high,urgent,,
1.0,Live Chat Widget Blocks Content on Mobile Devices,medium,not_urgent,,
0.0,Missing tooltips for fields in the sales order entry form,low,not_urgent,,
2.0,High Importance: Incorrect unread message count,high,urgent,,
1.0,Deprecated HTML Tags Found in Template Files,medium,not_urgent,,
0.0,Batch upload of leads to CRM shows success but imports partially,low,not_urgent,,
2.0,Top Priority: Lag when typing long messages,high,urgent,,
1.0,Scheduled Content Does Not Publish at Set Time,medium,not_urgent,,
0.0,NPD project status incorrectly showing as completed,low,not_urgent,,
2.0,Immediate Fix Required: Push notification service downtime,high,urgent,,
1.0,Security Misconfiguration Exposes Sensitive User Data,medium,not_urgent,,
0.0,Performance lag in CRM during bulk data operations,low,not_urgent,,
2.0,Critical: Broken link previews in chat window,high,urgent,,
1.0,SVG Icons Not Displaying in Internet Explorer,medium,not_urgent,,
0.0,Incomplete error logs for failed recruitment applications,low,not_urgent,,
2.0,Urgent: Copy-paste functionality intermittently non-responsive,high,urgent,,
1.0,Admin Toolbar Overlaps Top Content on Scroll,medium,not_urgent,,
0.0,Sales report generation stalling under heavy load,low,not_urgent,,
2.0,High Priority: Voice message recording stops unexpectedly,high,urgent,,
1.0,Profile Picture Upload Accepts Invalid File Types,medium,not_urgent,,
0.0,CRM contact history sorting resets after page refresh,low,not_urgent,,
2.0,Immediate Resolution: Group admins unable to add members,high,urgent,,
1.0,Checkout Process Resets When Updating Shipping Options,medium,not_urgent,,
0.0,Duplicate data entry points in NPD input forms,low,not_urgent,,
2.0,Top Priority: User settings reset after app update,high,urgent,,
1.0,Incorrect Handling of Multi-byte Characters in Forms,medium,not_urgent,,
0.0,Inability to delete old sales lead data in bulk,low,not_urgent,,
2.0,Critical Update Needed: Chat interface misalignment on tablet devices,high,urgent,,
1.0,Widget Area Does Not Accept New Widgets,medium,not_urgent,,
0.0,Search filter in CRM reports page unresponsive,low,not_urgent,,
2.0,Urgent: Persistent crash during group video calls,high,urgent,,
1.0,Unexpected Logout Issues During Data Entry,medium,not_urgent,,
0.0,NPD cost estimation not including all variables,low,not_urgent,,
2.0,High Importance: Misleading online/offline user status,high,urgent,,
1.0,Comment Approval Notification Fails to Send,medium,not_urgent,,
0.0,Recruitment analytics dashboard inaccurately calculating totals,low,not_urgent,,
2.0,Immediate Patch: Search function returning outdated results,high,urgent,,
1.0,User Cannot Remove Default Payment Method,medium,not_urgent,,
0.0,Sales opportunity win probability miscalculated,low,not_urgent,,
2.0,Critical: User blocked by mistake due to UI error,high,urgent,,
1.0,Search Engine Crawl Errors Increase After Update,medium,not_urgent,,
0.0,CRM contacts import missing newly added fields,low,not_urgent,,
2.0,Urgent Fix: Memory leak when app is left open in background,high,urgent,,
1.0,Intermittent Failure in Boot Sequence on Power Up,medium,not_urgent,,
0.0,Quotations approval process bypasses some steps,low,not_urgent,,
2.0,Top Priority: Sudden increase in data usage for chat app,high,urgent,,
1.0,Memory Leak Detected in Real-Time Operating System,medium,not_urgent,,
0.0,NPD project risk assessment tool fails to load,low,not_urgent,,
2.0,Immediate Attention: Failed to load sticker packs purchased by user,high,urgent,,
1.0,Unexpected Reboot During High CPU Load,medium,not_urgent,,
0.0,User roles unable to access certain CRM modules,low,not_urgent,,
2.0,Critical Security Issue: Two-factor authentication setup failing,high,urgent,,
1.0,GPIO Pin State Not Updating Under Certain Conditions,medium,not_urgent,,
0.0,Sales commission calculations not updating in real time,low,not_urgent,,
2.0,Urgent: Slow response times when switching between chats,high,urgent,,
1.0,SPI Communication Delay Causes Data Loss,medium,not_urgent,,
0.0,CRM duplicate record merge function causing data loss,low,not_urgent,,
2.0,High Priority: Messages marked as read without opening,high,urgent,,
1.0,Incorrect ADC Values Read Under Rapid Sampling,medium,not_urgent,,
0.0,Email alerts for NPD milestones arriving late,low,not_urgent,,
2.0,Top Priority: Chat scroll lags on older versions of Android,high,urgent,,
1.0,UART Baud Rate Mismatch Causes Communication Failure,medium,not_urgent,,
0.0,Recruitment module's multi-language support incomplete,low,not_urgent,,
2.0,Immediate Correction: Incorrect chat bubble alignment for right-to-left languages,high,urgent,,
1.0,I2C Bus Lock-Up on Heavy Traffic,medium,not_urgent,,
0.0,Sales meeting scheduler not syncing with external calendars,low,not_urgent,,
2.0,Critical Update: Failed message resend does not work,high,urgent,,
1.0,PWM Signal Irregularity on Specific Frequencies,medium,not_urgent,,
0.0,CRM records audit trail incomplete,low,not_urgent,,
2.0,Urgent Patch: Broken user mention functionality in groups,high,urgent,,
1.0,Sensor Data Corruption When Buffer Overflows,medium,not_urgent,,
0.0,NPD feedback collection form errors not displaying,low,not_urgent,,
2.0,High Importance: User unable to change privacy settings,high,urgent,,
1.0,Watchdog Timer Not Resetting Properly,medium,not_urgent,,
0.0,Product sales forecasting tool underestimates seasonal impact,low,not_urgent,,
2.0,Immediate Resolution Required: Calendar integration not working,high,urgent,,
1.0,EEPROM Write Failure Under Low Voltage,medium,not_urgent,,
0.0,Inconsistent loading of graphics in CRM dashboards,low,not_urgent,,
2.0,Top Priority Bug: Localization errors in multiple languages,high,urgent,,
1.0,LCD Display Flickers on Specific Commands,medium,not_urgent,,
0.0,Recruitment candidate tracker loses filter settings on logout,low,not_urgent,,
2.0,Critical: Custom chat themes causing interface glitches,high,urgent,,
1.0,Battery Charge Monitoring Inaccurate at Low Temperatures,medium,not_urgent,,
0.0,Manual override in sales discount calculations not logging,low,not_urgent,,
2.0,Urgent Correction: Delay in updating user 'typing...' status,high,urgent,,
1.0,Thermal Shutdown Occurs Prematurely,medium,not_urgent,,
0.0,CRM bulk actions menu becomes unresponsive with large datasets,low,not_urgent,,
2.0,High Priority Fix: Server timeout during peak hours,high,urgent,,
1.0,Real-Time Clock Loses Time After Extended Operation,medium,not_urgent,,
0.0,NPD materials cost report not including latest price updates,low,not_urgent,,
2.0,Immediate Update Needed: Incorrect handling of time-sensitive messages,high,urgent,,
1.0,Interrupt Handling Causes System to Hang,medium,not_urgent,,
0.0,Email campaign planner in CRM missing scheduling options,low,not_urgent,,
2.0,Critical Security: Password reset email not sending,high,urgent,,
1.0,CAN Bus Message Collision Under High Load,medium,not_urgent,,
0.0,Data export from sales lead tool missing some fields,low,not_urgent,,
2.0,Urgent Attention: API connectivity issues with third-party services,high,urgent,,
1.0,Wireless Module Drops Connection Sporadically,medium,not_urgent,,
0.0,Recruitment offer letter generation tool formatting errors,low,not_urgent,,
2.0,High Importance: In-app browser crashes on certain links,high,urgent,,
1.0,Firmware Update Fails to Validate Corrupted Images,medium,not_urgent,,
0.0,NPD test results section does not update automatically,low,not_urgent,,
2.0,Immediate Patch Required: Inconsistent delivery for pinned messages,high,urgent,,
1.0,Capacitive Touch Sensor Unresponsive in Humid Conditions,medium,not_urgent,,
0.0,CRM system slow to update customer interaction history,low,not_urgent,,
2.0,Top Priority: Accessibility features not functioning correctly,high,urgent,,
1.0,Audio Output Distorted at Max Volume,medium,not_urgent,,
0.0,Sales lead status sometimes resets to default,low,not_urgent,,
2.0,Critical Fix: Sporadic disconnections from chat server,high,urgent,,
1.0,Voltage Regulator Outputs Unstable Voltage,medium,not_urgent,,
0.0,Recruitment interview notes section prone to text corruption,low,not_urgent,,
2.0,Urgent Resolution: Gifs not loading in chat messages,high,urgent,,
1.0,LED Driver IC Overheats on Continuous Operation,medium,not_urgent,,
0.0,CRM dashboard fails to load fully on first attempt,low,not_urgent,,
2.0,High Priority Issue: Encrypted chat keys mismatch error,high,urgent,,
1.0,Magnetic Sensor Gives Inaccurate Readings Near Edge Cases,medium,not_urgent,,
0.0,Sales invoice generation does not include all custom fields,low,not_urgent,,
2.0,Immediate Correction: Frequent app restarts required to receive messages,high,urgent,,
1.0,Motor Controller Misinterprets Commands at Low Speed,medium,not_urgent,,
0.0,NPD project dashboard incorrectly displays team assignments,low,not_urgent,,
2.0,Top Priority Fix: UI freeze when accessing chat settings,high,urgent,,
1.0,RFID Reader Range Shorter Than Specified,medium,not_urgent,,
0.0,Recruitment portal experiences login issues on some browsers,low,not_urgent,,
2.0,Critical: Sudden logout issues reported by multiple users,high,urgent,,
1.0,Inconsistent Behavior of Reset Button,medium,not_urgent,,
