label,processed_text,priority,urgency
1,Performance Lag in CRM Module When Accessing Contact History,medium,not_urgent
0,Newsletter modal blocks access to site content on load,low,not_urgent
2,Urgent fix needed for game freeze during autosave on specific levels,high,urgent
1,Sales Pipeline Funnel Visual Distorted on Mobile View,medium,not_urgent
0,Minor HTML/CSS errors in the checkout page layout,low,not_urgent
2,Critical remedy for missing dialogues in foreign language versions,high,urgent
1,Recruitment Interview Scheduler Clashing with Public Holidays,medium,not_urgent
0,Incorrect display of loyalty reward points in user dashboard,low,not_urgent
2,High-priority resolution for physics glitches with in-game vehicles,high,urgent
1,Data Export from Sales Lead Module Missing Key Fields,medium,not_urgent
0,Product carousel freezes on last item instead of looping,low,not_urgent
2,Immediate action required for exploits found in the credit earning system,high,urgent
1,User Defined Fields in CRM Not Capturing Special Characters,medium,not_urgent
0,Search result counts incorrect when multiple filters applied,low,not_urgent
2,Essential bug fix for broken spectator mode during online matches,high,urgent
1,NPD Collaboration Tool Not Syncing Comments in Real-Time,medium,not_urgent
0,Temporary profile edits lost on page reload,low,not_urgent
2,Top-priority correction for user profile corruption after patch updates,high,urgent
1,Incorrect Auto-population of Data in Recruitment Forms,medium,not_urgent
0,Old promotional material not removed from category pages,low,not_urgent
2,Urgent patch needed for resolution scaling issues affecting UI overlays,high,urgent
1,Quotation Approval Workflow Stuck at Manager Approval Step,medium,not_urgent
0,Delayed updates in real-time catalog availability,low,not_urgent
2,Immediate fix for suboptimal pathfinding in strategy game mode,high,urgent
1,CRM Bulk Data Uploader Crashing Intermittently,medium,not_urgent
0,Misalignment of text on digital loan confirmation emails,low,not_urgent
2,High-importance update for sudden volume spikes in sound effects,high,urgent
1,Sales Order Confirmation Email Format Corrupted,medium,not_urgent
0,Historical borrowing data loads slowly on user profiles,low,not_urgent
2,Critical resolution required for mobile app battery drain,high,urgent
1,Unresponsive Script in NPD Idea Submission Portal,medium,not_urgent
0,Footer content overlaps with search results on mobile view,low,not_urgent
2,Essential remedy for non-responsive spells in magic-themed game,high,urgent
1,Recruitment Analytics Feature Generating Incomplete Reports,medium,not_urgent
0,E-book reader bookmarks feature occasionally resets,low,not_urgent
2,Top-priority fix for incorrect item drops in raid zones,high,urgent
1,CRM Contact Merge Function Causes Data Loss,medium,not_urgent
0,Renewal option intermittently unavailable for eligible books,low,not_urgent
2,Urgent correction needed for server disconnects when trading items,high,urgent
1,Discrepancy in VAT Calculation on Finalized Quotations,medium,not_urgent
0,Library event calendar does not sync with external apps,low,not_urgent
2,Immediate attention to graphical artifacting on older hardware setups,high,urgent
1,Sales Leads Scoring Mechanism Not Updating Automatically,medium,not_urgent
0,Incorrect sorting of titles in 'Recently Added' section,low,not_urgent
2,High-priority patch for faulty anti-cheat triggers leading to bans,high,urgent
1,Access Violation Error When Trying to Retrieve Archived NPD Documents,medium,not_urgent
0,Font size adjustment not working in online article viewer,low,not_urgent
2,Critical fix needed for delayed input response in fighting game sessions,high,urgent
1,Incorrect Sorting of Applications in Recruitment Dashboard,medium,not_urgent
0,Search bar autocomplete suggests out-of-stock books,low,not_urgent
2,Essential update for broken replay functionality,high,urgent
1,Real-time Sync Failure in CRM Mobile App,medium,not_urgent
0,Member login page refreshes when hitting the backspace,low,not_urgent
2,Immediate resolution for data packet loss impacting online gameplay,high,urgent
1,Broken Report Generation Wizard in Sales Module,medium,not_urgent
0,Reservation notifications send without book title details,low,not_urgent
2,Top-priority bug correction for environment textures not loading,high,urgent
1,Quotation Discount Logic Applying Incorrectly Under Specific Conditions,medium,not_urgent
0,Minor discrepancies in audio book duration listings,low,not_urgent
2,Urgent remedy required for lighting effects causing screen glare,high,urgent
1,Email Template Settings Reset After CRM Module Upgrade,medium,not_urgent
0,Book cover images load inconsistently in search results,low,not_urgent
2,Critical action needed for intermittent controller vibration,high,urgent
1,Inconsistent Status Updates on NPD Tasks Across User Interfaces,medium,not_urgent
0,Map locator for library branches inaccurately placed,low,not_urgent
2,High-importance fix for in-game mail system delivering items late,high,urgent
1,Data Parsing Error in Recruitment Applicant Tracking System,medium,not_urgent
0,Late fees calculator sometimes fails to update in real-time,low,not_urgent
2,Immediate patch needed for player characters getting stuck in geometry,high,urgent
1,Delayed Page Loading in Detailed CRM Activity Log,medium,not_urgent
0,Password reset link expires sooner than stated,low,not_urgent
2,Essential correction for multiplayer voice chat echoing,high,urgent
1,Error Handling Missing When Sales Database is Inaccessible,medium,not_urgent
0,QR code for mobile app download does not function properly,low,not_urgent
2,Top-priority update for misaligned hitboxes in shooter game,high,urgent
1,Failed to Update Recruitment Candidate Status in Bulk,medium,not_urgent
0,Accessibility options hidden too deep in settings menu,low,not_urgent
2,Urgent resolution needed for unintended character leveling reset,high,urgent
1,Sales Region Dropdown Empty on New User Creation Form,medium,not_urgent
0,User comments under book reviews not displaying correctly,low,not_urgent
2,Critical remedy for mobile controls overlay interfering with gameplay,high,urgent
1,CRM Notes Section Accepts Text But Fails to Save,medium,not_urgent
0,Advanced search filters reset after each session,low,not_urgent
2,High-priority fix for user interface scaling incorrectly on ultrawide monitors,high,urgent
1,Quotation Module Not Reflecting Recent Product Price Changes,medium,not_urgent
0,Profile picture upload does not accept all supported formats,low,not_urgent
2,Immediate attention required for faulty quest trackers,high,urgent
1,Disallowed File Types Being Accepted in NPD Document Uploads,medium,not_urgent
0,Inter-library loan page times out during high traffic,low,not_urgent
2,Essential patch for NPC dialogues skipping crucial lines,high,urgent
1,CRM System Not Correctly Mapping Sales Data to Geographic Locations,medium,not_urgent
0,Incorrect author names in newsletter book recommendations,low,not_urgent
2,Top-priority correction for login errors during peak server load,high,urgent
1,Privacy Settings Reset in Recruitment Module After System Update,medium,not_urgent
0,Digital receipts for payments not consistently formatted,low,not_urgent
2,Urgent fix needed for inconsistent frame pacing,high,urgent
1,Double Booking in Sales Appointments Calendar,medium,not_urgent
0,Print from catalog feature produces incomplete bibliographies,low,not_urgent
2,Critical update for crash when changing language settings,high,urgent
1,NPD Budget Allocation Changes Not Saving,medium,not_urgent
0,Mobile notifications for due dates arrive late,low,not_urgent
2,High-importance remedy for loot not spawning in designated areas,high,urgent
1,API Integration Issues Between CRM and External Email Service,medium,not_urgent
0,Online reservation list does not update without manual refresh,low,not_urgent
2,Immediate resolution for out-of-sync audio in multiplayer mode,high,urgent
1,Sales Lead Follow-up Reminders Failing to Trigger,medium,not_urgent
0,User activity log shows incorrect times for actions taken,low,not_urgent
2,Essential bug fix for difficulties in game session reconnection,high,urgent
1,Sporadic Logout from ERP System During Session Timeouts,medium,not_urgent
0,Multi-volume works cannot be borrowed as a set,low,not_urgent
2,Top-priority action for rendering issues on specific device models,high,urgent
1,Quotation Number Sequence Skipping Numbers Erratically,medium,not_urgent
0,Recommended for you section shows irrelevant book titles,low,not_urgent
2,Urgent correction needed for abrupt changes in game difficulty,high,urgent
1,Misalignment of Fields in Print View of Recruitment Applications,medium,not_urgent
0,Document scanning feature produces skewed images,low,not_urgent
2,Immediate fix required for faulty notifications of event completions,high,urgent
1,CRM Dashboard Widgets Not Refreshing Automatically,medium,not_urgent
0,RSS feed for library news updates intermittently stops working,low,not_urgent
2,High-priority update for splash screen freezing on startup,high,urgent
1,Inaccurate Tracking of Sales Commissions in Multi-tiered Deals,medium,not_urgent
0,Library rules PDF download link broken,low,not_urgent
